Name;X;Y;Lat;Long
ST MARY'S AVENUE;524661;190252;51.597327;-0.20160697
ST MARY'S AVENUE;524700;190302;51.597768;-0.20102645
OXFORD STREET / SOHO STREET;529693;181354;51.516229;-0.13227713
ST MARY'S CHURCH;524944;190509;51.599574;-0.19743189
CHURCH END;524966;190191;51.596711;-0.19722759
MANOR VIEW;525499;190109;51.595856;-0.18956596
MANOR VIEW;525527;190105;51.595814;-0.18916337
BASING WAY;525699;189972;51.59458;-0.18672914
BASING WAY;525728;189968;51.594538;-0.18631214
OSSULTON WAY;526192;189698;51.592008;-0.1797142
OSSULTON WAY;526263;189675;51.591785;-0.17869808
TRINITY AVENUE;526616;189572;51.59078;-0.17364218
TRINITY AVENUE;526593;189596;51.591001;-0.17396537
STANLEY ROAD;526800;189471;51.589831;-0.17102398
ABBOTS GARDENS;526883;189402;51.589193;-0.16985145
BOUNDS GREEN ROAD;529129;191880;51.610951;-0.13653756
ALEXANDRA ROAD;528681;191646;51.608951;-0.14308964
ALEXANDRA ROAD;528723;191700;51.609427;-0.14246365
COLNEY HATCH LANE;528064;191307;51.606045;-0.15211856
COPPETTS CLOSE;527559;191249;51.605638;-0.15942791
COPPETTS CLOSE;527467;191274;51.605884;-0.16074659
FINCHLEY HIGH ROAD;526640;190764;51.601487;-0.17286607
FINCHLEY HIGH ROAD;526504;190677;51.600736;-0.17486002
LONG LANE;526258;190324;51.597619;-0.17853691
LONG LANE;526233;190344;51.597804;-0.17889046
EAST END ROAD;525753;189849;51.593463;-0.18599403
EAST END ROAD;525752;189891;51.59384;-0.18599342
BEECHWOOD DRIVE;525237;189429;51.589803;-0.19358888
BEECHWOOD AVENUE;525272;189475;51.590209;-0.19306752
HENLYS CORNER;524917;189395;51.589569;-0.19821773
BRIDGE LANE;524142;188978;51.585992;-0.2095463
BRIDGE LANE;524120;188997;51.586168;-0.20985697
GOLDERS GREEN ROAD;523940;188323;51.58015;-0.2126914
GOLDERS GREEN ROAD;523931;188363;51.580511;-0.21280712
HEATHFIELD GARDENS;523746;188097;51.578162;-0.21556931
STAPLES CORNER;522525;187197;51.57034;-0.23349457
WATERLOO ROAD;522275;187128;51.569774;-0.23712394
COLES GREEN ROAD;522211;187146;51.569949;-0.23804066
BROOK ROAD;521896;186909;51.567888;-0.24266555
WRIGHTS PLACE;520524;184826;51.549462;-0.26316439
HEATHER ROAD;521650;186762;51.56662;-0.24626391
LADBROKE GROVE / KILBURN LANE;523927;182463;51.527489;-0.21494178
HEATHER ROAD;521538;186732;51.566374;-0.24788936
RANDALL AVENUE;521399;186593;51.565155;-0.24994176
ABOYNE ROAD;521289;186470;51.564073;-0.25157036
VILLAGE WAY;521162;185701;51.557189;-0.25366643
BRENTFIELD ROAD;520632;185005;51.551047;-0.26154623
BRENTFIELD ROAD;520605;185015;51.551143;-0.26193202
BROOK ROAD;521955;186987;51.568576;-0.24178768
NORMANSMEAD;520563;184846;51.549633;-0.26259535
CONDUIT WAY;520391;184612;51.547567;-0.26515476
CONDUIT WAY;520301;184583;51.547325;-0.26646198
HARROW ROAD;519981;184318;51.545012;-0.2711649
BERESFORD AVENUE;519531;183824;51.540668;-0.27781874
BERESFORD AVENUE;519541;183876;51.541133;-0.27765697
PARK AVENUE;518679;182992;51.53337;-0.29037843
PARK AVENUE;518656;183021;51.533635;-0.29070011
ST VINCENT'S SCHOOL;523127;192465;51.617552;-0.22296611
ST VINCENT'S SCHOOL;523066;192465;51.617565;-0.22384673
CONDUIT STREET / HAMLEYS TOY STORE;529157;180910;51.512362;-0.14016002
CONDUIT STREET / HAMLEYS TOY STORE;529178;180908;51.512339;-0.1398583
OXFORD CIRCUS STATION <>;529046;181155;51.514589;-0.14166909
HARROW ROAD / KILBURN LANE;523853;182572;51.528485;-0.21596967
HARROW ROAD;523843;182559;51.52837;-0.21611832
NELSON ROAD;517348;192068;51.615217;-0.30652981
NELSON ROAD;517411;191945;51.614099;-0.30566149
LEAF GROVE;531210;171404;51.426462;-0.11411805
TOTTENHAM COURT ROAD STATION<>;529769;181477;51.517317;-0.13113721
LYNFORD GARDENS;545937;186879;51.561914;0.1039573
NUTFIELD GARDENS;545999;186914;51.562213;0.10486562
PLOUGH LANE;530778;161858;51.340774;-0.12383988
PLOUGH LANE;530762;161880;51.340975;-0.12406138
THE BRIDLE ROAD;530310;162064;51.342733;-0.13047966
THE BRIDLE ROAD;530288;162077;51.342855;-0.13079059
WOODCOTE DRIVE;529812;162046;51.342685;-0.13763211
RAVENSIDE TRADING ESTATE;535449;192072;51.611193;-0.045246944
WOODCOTE LANE;529592;161905;51.341468;-0.14084022
WOODCOTE LANE;529634;161964;51.341988;-0.1402161
SMITHAMBOTTOM LANE;529478;161759;51.340182;-0.14252903
SMITHAM BOTTOM LANE;529435;161736;51.339985;-0.14315437
LORDSBURY FIELD;529177;162269;51.344833;-0.14666304
LORDSBURY FIELD;529146;162418;51.34618;-0.14705388
WOODCOTE GREEN;529053;162670;51.348465;-0.14829718
WOODCOTE GREEN;529096;162618;51.347988;-0.14769893
HALL ROAD;529069;162945;51.350933;-0.14796791
HALL ROAD;529076;162922;51.350725;-0.14787579
BLENHEIM GARDENS;529034;163232;51.35352;-0.14836625
WOOD GREEN HIGH ROAD;531346;189591;51.589869;-0.10539507
BLENHEIM GARDENS;529052;163168;51.352941;-0.14813109
WOODCOTE ROAD / STAFFORD ROAD;528968;163563;51.35651;-0.14919364
WOODCOTE ROAD / STAFFORD ROAD;528974;163587;51.356724;-0.14909883
WALLINGTON TOWN CENTRE;528919;163834;51.358957;-0.14979884
WALLINGTON TOWN CENTRE;528934;163844;51.359043;-0.1495799
SPURGEON'S BRIDGE;532534;166543;51.382471;-0.09689983
SPURGEON'S BRIDGE;532477;166504;51.382133;-0.097732957
LANSDOWNE ROAD;532794;166465;51.381709;-0.093195034
WOOD GREEN HIGH ROAD;531458;189619;51.590095;-0.10376881
LANSDOWNE ROAD;532835;166443;51.381502;-0.092614452
DAVIDSON ROAD;533084;166369;51.380778;-0.089066279
DOWNS COURT ROAD / SELCROFT ROAD;531956;160942;51.33227;-0.10727658
DOWNS COURT ROAD / SELCROFT ROAD;531994;160894;51.33183;-0.10674921
RIDDLESDOWN ROAD;532382;160776;51.330679;-0.10122696
RIDDLESDOWN ROAD;532372;160768;51.33061;-0.10137338
LOWER BARN ROAD;532832;160731;51.33017;-0.094788431
LOWER BARN ROAD;532948;160727;51.330107;-0.093125911
REEDHAM STATION #;530780;160722;51.330564;-0.12422794
REEDHAM STATION #;530764;160750;51.33082;-0.12444719
BURCOTT ROAD;531017;160242;51.326196;-0.12100445
BURCOTT ROAD;531042;160167;51.325516;-0.1206734
ASHFIELD LANE;544868;170514;51.415142;0.081836823
BEAVERWOOD ROAD;545410;170693;51.416611;0.089698671
BEAVERWOOD ROAD;545386;170668;51.416393;0.089343538
QUEEN MARY'S HOSPITAL;546054;171124;51.420319;0.099130574
QUEEN MARY'S HOSPITAL;546049;171034;51.419511;0.099021663
TURNPIKE LANE STATION <>;531540;189712;51.590911;-0.10255099
THE GREEN;546151;171470;51.423403;0.10066717
THE GREEN;546178;171560;51.424205;0.10109232
ELM ROAD / SIDCUP POLICE STATION;546151;171774;51.426134;0.10079245
SIDCUP HIGH STREET / STATION ROAD;546206;171814;51.42648;0.10159947
HALFWAY STREET / OLD FARM ROAD WEST;545954;173006;51.437255;0.09846816
HALFWAY STREET / OLD FARM ROAD EAST;546017;172981;51.437014;0.099363595
HOLLIES AVENUE;545639;173104;51.438217;0.093979748
HOLLIES AVENUE;545686;173102;51.438187;0.094654649
CORBYLANDS ROAD;545254;173260;51.439717;0.088508498
CORBYLANDS ROAD;545244;173290;51.43999;0.088377019
HALFWAY STREET / DAYS LANE;545054;173487;51.441808;0.085725903
DAYS LANE;545114;173443;51.441398;0.086570579
RESTONS CRESCENT;544789;173797;51.444662;0.082042346
RESTONS CRESCENT;544791;173833;51.444985;0.082085819
ELTHAM HIGH STREET / WESTMOUNT ROAD;543357;174443;51.45083;0.061712556
ELTHAM HIGH STREET / FOOTS CRAY ROAD;543324;174428;51.450704;0.0612319
BEXLEY ROAD / GLENESK ROAD;543740;174557;51.451758;0.067266874
BEXLEY ROAD / GLENESK ROAD;543673;174516;51.451406;0.066286671
BEDFORD ROAD;529981;175073;51.459718;-0.13043924
UNIVERSITY OF GREENWICH / MANSION SITE;544325;174578;51.451798;0.075688629
UNIVERSITY OF GREENWICH / MANSION SITE;544174;174582;51.451872;0.073518644
RIEFIELD ROAD;544576;174505;51.451078;0.07926858
ELTHAM HIGH STREET / WELL HALL ROAD;542775;174426;51.450825;0.05333572
BLACKFEN ROAD / BOUNDARY ROAD;545253;174545;51.451264;0.089021059
BLACKFEN ROAD / BOUNDARY ROAD;545207;174499;51.450863;0.088340659
QUEENSWOOD ROAD;545617;174602;51.451683;0.094279256
QUEENSWOOD ROAD;545681;174577;51.451442;0.095189375
BLACKFEN ROAD / DAYS LANE;546132;174522;51.450832;0.10165259
BLACKFEN ROAD / RAMILLIES ROAD;546509;174453;51.450114;0.10704566
BLACKFEN ROAD / RAMILLIES ROAD;546650;174411;51.4497;0.10905595
BLACKFEN SCHOOL FOR GIRLS;547036;174319;51.448774;0.11456863
BLACKFEN SCHOOL FOR GIRLS;546945;174349;51.449067;0.11327248
BEECHWAY;547719;174264;51.448102;0.12436733
BEECHWAY;547609;174256;51.448059;0.12278221
WOODSIDE LANE;548050;174153;51.447018;0.12908067
WOODSIDE LANE;547929;174185;51.447337;0.12735411
THE ANCHOR;548332;173965;51.445255;0.13305696
BRIDGEN / THE ANCHOR;548365;173945;51.445067;0.13352309
CROSS LANE;548871;173753;51.443209;0.14071809
CROSS LANE;548810;173762;51.443306;0.1398448
BEXLEY STATION #;549324;173600;51.441715;0.14716691
BEXLEY STATION #;549360;173574;51.441472;0.14767355
BEXLEY LIBRARY;549567;173682;51.442388;0.15069531
BEXLEY LIBRARY;549582;173676;51.44233;0.15090844
HALCOT AVENUE;549623;174838;51.45276;0.15198883
ROYAL MARSDEN HOSPITAL / DOWNS ROAD;525990;161929;51.342492;-0.19251746
MANOR LANE;510220;169103;51.410248;-0.41660874
DOWNS ROAD / BANSTEAD ROAD SOUTH;526253;161802;51.341293;-0.18878852
BANSTEAD ROAD SOUTH / DOWNS ROAD;526320;161827;51.341503;-0.18781826
PINE WALK;526478;162074;51.343687;-0.18546342
PINE WALK;526519;162121;51.344101;-0.18485839
WEST WAY;526747;162513;51.347573;-0.18144713
WEST WAY;526731;162459;51.347091;-0.18169596
CROSSWAYS;526892;162859;51.35065;-0.17924298
CROSSWAYS;526927;162930;51.35128;-0.17871535
STAPLEHURST ROAD;527063;163162;51.353335;-0.17668068
STAPLEHURST ROAD;527144;163349;51.354998;-0.17545134
STAPLEHURST ROAD;527430;163281;51.354322;-0.17137063
CARSHALTON BEECHES STATION #;527491;163634;51.357481;-0.1703687
CARSHALTON BEECHES STATION #;527497;163596;51.357138;-0.17029618
WALES AVENUE;527623;164130;51.361909;-0.16829614
LIND ROAD;526370;164153;51.362396;-0.1862755
CHEAM BROADWAY;524269;163641;51.358257;-0.21661605
CHEAM BROADWAY;524276;163668;51.358498;-0.21650614
TILEHURST ROAD;524006;164189;51.36324;-0.22020044
TILEHURST ROAD;524003;164223;51.363546;-0.22023166
MALDEN ROAD / PRIORY ROAD;523722;164538;51.366438;-0.2241563
MALDEN ROAD / PRIORY ROAD;523800;164455;51.365675;-0.22306531
WOODBINE LANE;523066;165333;51.373726;-0.23329975
WOODBINE LANE;523130;165290;51.373325;-0.23239561
LONGFELLOW ROAD;522444;165888;51.378848;-0.24204042
SOUTH LANE;521601;166793;51.387163;-0.25383754
LYNDHURST DRIVE;521656;166886;51.387987;-0.25301569
MOTSPUR PARK;521650;167094;51.389857;-0.25303068
ST JAMES CHURCH / KINGSTON BY-PASS;521529;167726;51.395563;-0.25455267
ST JAMES CHURCH / KINGSTON BY-PASS;521556;167713;51.395441;-0.25416922
NEW MALDEN HIGH STREET;521415;168319;51.400917;-0.25598778
NEW MALDEN HIGH STREET;521434;168288;51.400635;-0.25572538
LANGLEY GROVE;521133;169324;51.41001;-0.2596968
LANGLEY GROVE;521206;169274;51.409545;-0.25866477
TRAPS LANE;520871;170056;51.416645;-0.26321277
TRAPS LANE;520940;170081;51.416855;-0.26221249
COOMBE HILL SCHOOL;520572;169861;51.414956;-0.26757666
COOMBE HILL SCHOOL;520659;169943;51.415674;-0.26629834
SANDS END / HAZLEBURY ROAD;525692;176382;51.472449;-0.19167665
ALBION ROAD;520246;169702;51.413596;-0.27231608
ALBION ROAD;520185;169697;51.413564;-0.2731945
GALSWORTHY ROAD / NORBITON STATION #;519733;169624;51.413003;-0.27971548
GARRISON LANE;517668;163329;51.356857;-0.31147831
GARRISON LANE;517644;163205;51.355748;-0.3118638
TORRIDON ROAD / HITHER GREEN LANE;539066;173889;51.446921;-0.000217278
TORRIDON ROAD / HITHER GREEN LANE;539066;173900;51.44702;-0.000212959
SANDS END / HAZLEBURY ROAD;525715;176307;51.47177;-0.19137233
BROWNHILL ROAD;538935;173738;51.445597;-0.002160377
BROWNHILL ROAD;538935;173612;51.444464;-0.002209796
BROWNSWOOD ROAD / FINSBURY PARK ROAD;531870;186484;51.561826;-0.099000885
QUEEN'S DRIVE;532090;186592;51.562745;-0.095788444
QUEEN'S DRIVE;532014;186566;51.56253;-0.096893968
BROWNSWOOD ROAD / GREEN LANES;532281;186700;51.563671;-0.092994005
GREEN LANES;532369;186756;51.564154;-0.091704129
QUEEN ELIZABETH'S WALK;532623;186854;51.564975;-0.088004915
QUEEN ELIZABETH'S WALK;532685;186891;51.565293;-0.087097005
HAINAULT ROAD;548861;188189;51.572921;0.1466631
LORDSHIP ROAD;532887;186981;51.566054;-0.084150428
LORDSHIP ROAD;532906;186978;51.566023;-0.083877601
HEATHLAND ROAD;533132;187079;51.566877;-0.080580702
HEATHLAND ROAD;533153;187099;51.567052;-0.080270329
STOKE NEWINGTON COMMON;533980;186565;51.562057;-0.068549056
GELDESTON ROAD;534315;186665;51.562876;-0.063681013
GELDESTON ROAD;534351;186652;51.562751;-0.063166938
CLAPTON LIBRARY;534613;186643;51.562608;-0.059392944
CLAPTON LIBRARY;534627;186661;51.562766;-0.059184209
ALBANY ROAD;548787;188162;51.572698;0.14558467
CHURCH HILL;530801;194961;51.638253;-0.11125538
CHURCH HILL;530755;194931;51.637994;-0.11193091
PARK GATE;530489;194806;51.636932;-0.11581905
PARK GATE;530457;194784;51.636742;-0.11628937
QUEEN ELIZABETH'S DRIVE;530244;194684;51.635893;-0.11940262
QUEEN ELIZABETH'S DRIVE;530266;194684;51.635888;-0.11908491
ST THOMAS ROAD;530031;194528;51.63454;-0.12253653
ST THOMAS ROAD;529993;194482;51.634136;-0.12310235
BOWES ROAD;530192;192185;51.613448;-0.12108157
WILMER WAY;530058;192669;51.617828;-0.12283631
BETHANY WAYE;509311;173931;51.453818;-0.42818485
WILMER WAY;530092;192654;51.617686;-0.12235106
BROOMFIELD LANE;530286;192464;51.615933;-0.11962113
BROOMFIELD LANE;530298;192469;51.615975;-0.11944605
FORESTDALE;530082;192918;51.62006;-0.12239749
PEACE CLOSE;528815;195731;51.64563;-0.13965449
PEACE CLOSE;528890;195765;51.645919;-0.13855863
OAKWOOD STATION <>;529343;195985;51.647792;-0.13193393
OAKWOOD STATION <> / CHASE ROAD;529332;196011;51.648028;-0.13208322
TRENT PARK GOLF COURSE;529559;196174;51.649441;-0.12874381
TRENT PARK GOLF COURSE;529526;196159;51.649313;-0.12922607
BEDFONT LANE;509462;173982;51.454247;-0.42599677
LAKESIDE;529942;196442;51.651761;-0.12311162
LAKESIDE;529839;196426;51.651641;-0.12460554
COTSWOLD WAY;530614;196691;51.653843;-0.11331074
COTSWOLD WAY;530620;196706;51.653976;-0.11321846
LINKS SIDE;530924;196815;51.654885;-0.10878578
LINKS SIDE;530928;196831;51.655028;-0.10872201
CHASE RIDINGS;531369;196871;51.655285;-0.10233572
CHASE RIDINGS;531438;196879;51.65534;-0.10133585
THE RIDGEWAY;531702;196717;51.653823;-0.0975827
THE RIDGEWAY;531768;196719;51.653825;-0.096628452
NEW ELTHAM STATION # / FOOTSCRAY ROAD;544070;173076;51.438366;0.071410441
ENFIELD CHASE STATION #;532156;196698;51.653546;-0.091031005
ENFIELD CHASE STATION #;532295;196715;51.653666;-0.089016483
ISLAY GARDENS;511787;174842;51.461523;-0.39227748
ISLAY GARDENS;511820;174871;51.461777;-0.3917935
GREEN LANE;511637;174771;51.460915;-0.39445813
GREEN LANE;511500;174681;51.460133;-0.39645766
FAGGS ROAD;510669;174402;51.457788;-0.40850133
SHAFTESBURY AVENUE;510263;174260;51.456591;-0.41438682
SHAFTESBURY AVENUE;510335;174293;51.456874;-0.41334067
ENGLEHEART DRIVE;509986;174171;51.455845;-0.41839966
ASHBOURNE ROAD;528650;170343;51.417514;-0.15130405
ENGLEHEART DRIVE;510016;174191;51.456019;-0.41796184
NEW ROAD;509044;173821;51.452881;-0.43205984
NEW ROAD;509093;173830;51.452952;-0.43135216
CLOCKHOUSE ROUNDABOUT;507870;173308;51.448495;-0.44910527
CLOCKHOUSE ROUNDABOUT;507859;173276;51.448209;-0.44927325
SHORT LANE;506972;172990;51.445807;-0.46211879
SHORT LANE;506910;172925;51.445234;-0.46303021
LONG LANE;506564;172794;51.444122;-0.46804639
ASHBOURNE ROAD;528577;170249;51.416685;-0.15238733
LONG LANE;506418;172764;51.443879;-0.47015538
KENILWORTH ROAD;505550;172391;51.440689;-0.4827513
KENILWORTH ROAD;505555;172420;51.440949;-0.48267075
CROOKED BILLET ROUNDABOUT;504450;171959;51.43701;-0.49869938
CROOKED BILLET ROUNDABOUT;504536;171961;51.437012;-0.49746199
LANSBURY AVENUE;510613;174264;51.456559;-0.40935014
LANSBURY AVENUE;510600;174246;51.456399;-0.40954279
HARLINGTON ROAD EAST;510828;173840;51.452706;-0.40638966
FELTHAM STATION # / VICTORIA ROAD;510615;173125;51.446321;-0.40967711
BROWELLS LANE;510500;172823;51.443629;-0.41142543
FELTHAM TESCO;510420;172735;51.442854;-0.41260348
ELMWOOD AVENUE;510350;172597;51.441627;-0.41365324
PARKFIELD CRESCENT;510181;172396;51.439853;-0.41614634
PARKFIELD CRESCENT;510193;172423;51.440093;-0.41596537
CHERTSEY ROAD;509588;172122;51.437505;-0.42475946
CHERTSEY ROAD;509481;172094;51.437274;-0.42630688
CHALMERS ROAD EAST;508062;171567;51.43281;-0.4468743
CUBITT TOWN SCHOOL;538315;179208;51.494902;-0.008937242
CHALMERS ROAD EAST;508029;171573;51.43287;-0.447347
CONVENT ROAD;507568;171537;51.432634;-0.453987
CONVENT ROAD;507533;171528;51.43256;-0.45449302
ASHFORD WAR MEMORIAL;507124;171511;51.432484;-0.46037947
DUDLEY ROAD;506773;171730;51.434519;-0.4653608
DUDLEY ROAD;506765;171717;51.434403;-0.46547976
ASHFORD STATION #;506555;171855;51.435683;-0.46845816
ASHFORD STATION #;506504;171844;51.435594;-0.46919488
STANWELL ROAD;506380;171755;51.434817;-0.47100481
STANWELL ROAD;506238;171723;51.434556;-0.47305643
CHESTERFIELD ROAD;505976;171645;51.433904;-0.47684743
CHESTERFIELD ROAD;505889;171524;51.432833;-0.47813465
FERNDALE ROAD;505810;171232;51.430223;-0.4793578
FERNDALE ROAD;505830;171336;51.431154;-0.47903918
KINGSTON CRESCENT;505728;170897;51.427227;-0.48063677
EDINBURGH DRIVE;505670;170827;51.426609;-0.48149156
PETERSFIELD AVENUE;505403;170877;51.427108;-0.48531563
PETERSFIELD AVENUE;505382;170890;51.427229;-0.48561371
STAINES STATION #;504133;171567;51.433544;-0.50337344
STAINES STATION #;504236;171517;51.433076;-0.50190696
LODGE HILL;531209;159852;51.322647;-0.11839387
ORCHARD AVENUE;528349;166402;51.382164;-0.15705442
LAKESIDE WAY;518942;185717;51.557805;-0.28566833
WILMOT STREET;534676;182686;51.527034;-0.0599977
SOUTH KENSINGTON STATION <>;526802;178859;51.494463;-0.17481495
HAMPTON & RICHMOND BOROUGH F C;513740;169675;51.414694;-0.36583547
HAMPTON & RICHMOND BOROUGH F C;513701;169701;51.414936;-0.36638771
HAMPTON STATION #;513309;169775;51.415679;-0.37199853
HAMPTON STATION #;513361;169789;51.415795;-0.37124662
OLDFIELD ROAD;513246;169576;51.413903;-0.37296758
ST MARY'S LODGE;512863;169520;51.413476;-0.37849036
ST MARY'S LODGE;512903;169534;51.413594;-0.37791098
STAIN HILL RESERVOIR;512596;169560;51.413889;-0.38231532
WILMOT STREET;534770;182690;51.527048;-0.058641969
BRAMWELL CLOSE;511722;169473;51.413279;-0.39490506
HARFIELD ROAD;511778;169117;51.410069;-0.39421227
HARFIELD ROAD;511766;169143;51.410305;-0.39437655
SUNBURY COURT;511544;168967;51.408767;-0.3976225
SUNBURY COURT;511577;168998;51.409039;-0.39713849
FRENCH STREET;511348;168862;51.407861;-0.40047232
FRENCH STREET;511243;168816;51.407468;-0.40199575
THE AVENUE;510884;168642;51.405975;-0.40720945
THE AVENUE;510912;168663;51.406158;-0.4068005
LIMEHOUSE TOWN HALL;536724;181094;51.512237;-0.03111088
THREE FISHES;510445;168606;51.405737;-0.41352955
CHURCH STREET;510607;168502;51.40477;-0.41123384
CROYSDALE AVENUE;510287;168919;51.408581;-0.41570294
MANOR LANE;510137;169296;51.411998;-0.41774177
SPELTHORNE GROVE;509624;170154;51.41981;-0.4248501
SPELTHORNE GROVE;509653;170171;51.419957;-0.42442796
SELFRIDGES;528307;181071;51.514002;-0.15234363
NAPIER ROAD;508876;170290;51.421176;-0.43556128
NAPIER ROAD;508824;170325;51.4215;-0.43629809
METCALF ROAD / THE ASH TREE;507619;171157;51.429209;-0.45336897
SALCOMBE ROAD;506221;172343;51.440132;-0.4731151
SALCOMBE ROAD;506315;172245;51.439234;-0.47179257
LONDON ROAD;506160;172562;51.442112;-0.47392681
SANDALL ROAD;529559;184662;51.545988;-0.13299136
TRENT COUNTRY PARK;527939;196698;51.65452;-0.15195468
GREEN OAK PLACE;527717;197561;51.662326;-0.15484705
GREEN OAK PLACE;527754;197498;51.661752;-0.1543354
BEECH HILL;527490;198183;51.667967;-0.15790051
SANDALL ROAD;529499;184609;51.545525;-0.13387562
BEECH HILL;527510;198117;51.66737;-0.15763553
WAGGON ROAD;527258;198614;51.671893;-0.1610965
WAGGON ROAD;527312;198521;51.671045;-0.16034989
SLOPERS POND FARM;527167;198875;51.674259;-0.1623168
SLOPERS POND FARM;527143;198990;51.675298;-0.16262187
ANGEL CORNER;534170;192434;51.614752;-0.063568358
ANGEL CORNER;534176;192390;51.614355;-0.063498582
ANGEL CORNER / SILVER STREET STATION#;534045;192444;51.614872;-0.065368813
DAGENHAM HEATHWAY STATION <>;549034;184777;51.542219;0.1477127
PORCHESTER TERRACE NORTH;525921;181276;51.516381;-0.18663673
PIPERS GREEN LANE;518013;193206;51.625306;-0.29654678
PIPERS GREEN LANE;517994;193217;51.625409;-0.29681743
ROYAL NATIONAL ORTHOPAEDIC HOSPITAL;517448;193952;51.632129;-0.30445513
ROYAL NATIONAL ORTHOPAEDIC HOSPITAL;517424;193968;51.632278;-0.30479637
ANGEL CORNER / SILVER STREET STATION#;534041;192407;51.61454;-0.065440688
STANLEY ROAD;531860;189305;51.587179;-0.098087132
CRESCENT ROAD;526977;195419;51.643244;-0.16631719
YORK ROAD;526627;195433;51.643449;-0.17136757
LANCASTER ROAD;526802;195436;51.643436;-0.16883875
MONKS AVENUE;526436;195446;51.643609;-0.17412172
HASLUCK GARDENS;526071;195384;51.643133;-0.17941622
HASLUCK GARDENS;526062;195349;51.642821;-0.17955881
PRICKLERS HILL;525993;195236;51.641821;-0.1805961
THE CRESCENT;522807;186377;51.562909;-0.22971397
OXGATE GARDENS;522770;186387;51.563007;-0.23024399
HUMBER ROAD;522669;186619;51.565114;-0.23161944
SELFRIDGES;528267;181063;51.513939;-0.15292266
QUEENS RIDE;522030;175486;51.465198;-0.24468422
HUMBER ROAD;522703;186560;51.564576;-0.23114974
ALDER GROVE;522496;186738;51.566221;-0.23407264
BROOK ROAD;522078;186536;51.564496;-0.2401704
BROOK ROAD;522167;186574;51.564818;-0.23887385
RANDALL AVENUE;521719;186359;51.562983;-0.24540832
